year,authors,papers,active
2021,"('libo wang', 'rui li')",5,30.8994708994709
2021,"('chenxi duan', 'rui li')",5,30.56980056980057
2021,"('meng-hao guo', 'shi-min hu')",5,31.26984126984127
2021,"('zheng-ning liu', 'shi-min hu')",5,31.428571428571427
2021,"('zheng-ning liu', 'meng-hao guo')",5,31.26984126984127
2021,"('zheng-ning liu', 'tai-jiang mu')",5,31.547619047619047
2021,"('tai-jiang mu', 'shi-min hu')",5,31.547619047619047
2021,"('tai-jiang mu', 'meng-hao guo')",5,31.38888888888889
2021,"('ralph r. martin', 'shi-min hu')",5,31.547619047619047
2021,"('yu-gang jiang', 'zuxuan wu')",7,43.050000000000004
2021,"('fan wang', 'rong jin')",5,30.958333333333332
2021,"('rong jin', 'pichao wang')",5,30.888157894736842
2021,"('marcin grzegorzek', 'chen li')",9,54.99324324324324
2021,"('yehui tang', 'yunhe wang')",5,31.16883116883117
2021,"('kai han', 'yehui tang')",5,31.071428571428573
2022,"('long yu', 'shengwei tian')",6,36.68627450980392
2022,"('kailun yang', 'rainer stiefelhagen')",6,36.733333333333334
2022,"('jiaming zhang', 'rainer stiefelhagen')",6,36.82857142857143
2022,"('jiaming zhang', 'kailun yang')",6,36.76190476190476
2022,"('jiaming zhang', 'kunyu peng')",5,30.912698412698415
2022,"('kunyu peng', 'rainer stiefelhagen')",5,30.88888888888889
2022,"('kailun yang', 'kunyu peng')",5,30.833333333333336
2022,"('licheng jiao', 'xu tang')",5,30.516194331983804
